id,consommation
1,8.552996453642903
2,8.167868840229987
3,9.08438686041298
4,9.666840504760815
5,14.045818870276792
6,13.124785837358733
7,13.50991345077163
8,9.934793214513379
9,11.888683249739694
10,14.871396471925696
11,14.871396471925696
12,15.828214245538993
13,8.74944597322227
14,9.402526296387753
15,8.557273149904463
16,11.55801905881059
17,13.592683125342138
18,13.592683125342138
19,13.630890440456394
20,13.630890440456394
21,14.649420573471241
22,14.04652697652798
23,14.04652697652798
24,14.649420573471241
25,14.04652697652798
26,14.687627888585517
27,14.084734291642215
28,14.687627888585517
29,13.101341801377025
30,10.711310846995676
31,11.76326028738656
32,9.092940252936112
33,10.110099284824777
34,11.76326028738656
35,10.010334784474681
36,8.624023010869129
37,10.715587543257238
38,10.715587543257238
39,8.226608958975325
40,8.404192406969985
41,13.128333743647172
42,12.066697243625127
43,9.846423271333776
44,7.845758041823969
45,8.23088565523689
46,10.683389774321338
47,10.114375981086338
48,11.968501515962544
49,7.079477271164601
50,14.499098947297492
51,9.944732103409413
52,10.947539478429904
53,7.805575506288275
54,13.314855186802683
55,10.719864239518856
56,10.719864239518856
57,10.924824232421358
58,11.10499185293172
59,8.634977916154245
60,8.431611871077838
61,9.23667248092628
62,9.22894029906737
63,9.614067912480275
64,9.614067912480275
65,8.934181947412352
66,10.95682166092621
67,10.95682166092621
68,12.739963557776159
69,13.125091171189068
70,12.739963557776159
71,10.94908947906728
72,11.334217092480191
73,10.94908947906728
74,10.74412948616475
75,10.94908947906728
76,12.937191368819766
77,13.922306715681023
78,13.922306715681023
79,10.122929373609507
80,11.776090376171297
81,11.00568533478335
82,8.77082945453013
83,9.038782164282694
84,9.68822398606868
85,9.68822398606868
86,9.028257002426399
87,9.854976663856924
88,11.55869530378588
89,8.149069786002128
90,8.266244689662495
91,11.288307062519564
92,14.307434329093947
93,8.258403695264471
94,8.153346482263702
95,8.153346482263702
96,8.01937012738742
97,8.01937012738742
98,8.470783396767878
99,11.031160750296781
100,9.859253360118506
101,9.692500682330255
102,11.515122286254304
103,9.012545148303616
104,9.032533698687972
105,8.73777534703297
106,8.942735339935494
107,9.500633300800773
108,9.859253360118506
109,10.941931017467645
110,12.088080724933
111,9.036810394949544
112,8.475060093029434
113,7.821979769863951
114,8.779382847053258
115,7.785331902177029
116,8.550482973797106
117,8.165355360384194
118,10.001155688338915
119,11.788293045776971
120,9.286229619649353
121,9.081269626746817
122,10.838749610505472
123,8.448718656124125
124,9.366113187662679
125,9.366113187662679
126,11.922896819832284
127,9.599854042889074
128,9.867806752641647
129,12.96203033572498
130,8.554759670058674
131,7.007066933131871
132,8.252269136544761
133,9.599854042889074
134,13.917983329420366
135,9.872083448903203
136,10.207024336093935
137,11.92717351609385
138,9.604130739150651
139,8.519983529823843
140,10.671719148132034
141,13.139832067731168
142,9.87636014516478
143,8.792212935838
144,9.608407435412216
145,9.057372665593165
146,9.26233265849571
147,11.162649459006014
148,10.777521845593107
149,7.703238472581867
150,8.178185449168916
